scenario,variant,n,penalty,weight,strategy,ndcg
running,delay,5,5,var3,SubtreeWithPenalty,0.925519
running,delay,5,5,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.929511
running,delay,5,5,var3,ResponseTimeAnalysis,0.870533
running,delay,5,5,var3,ResponseTimeAnalysisWithPenalty,0.870533
running,delay,5,5,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.932833
running,delay,5,5,var3,HybridWithUncertainty,0.964756
running,delay,5,5,var3,HybridWithUncertaintyPropagation,0.964756
running,delay,5,5,var3,HybridWithUncertaintyAndPenalty,0.954447
running,delay,5,5,var3,HybridWithUncertaintyPropagationAndPenalty,0.964756
running,delay,5,5,var2,Subtree,0.925519
running,delay,5,5,var2,SubtreeWithUncertainty,0.925519
running,delay,5,5,var2,SubtreeWithUncertaintyPropagation,0.925519
running,delay,5,5,var2,SubtreeWithPenalty,0.925519
running,delay,5,5,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.925519
running,delay,5,5,var2,ResponseTimeAnalysis,0.870533
running,delay,5,5,var2,ResponseTimeAnalysisWithPenalty,0.870533
running,delay,5,5,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.900304
running,delay,5,5,var2,HybridWithUncertainty,0.925519
running,delay,5,5,var2,HybridWithUncertaintyPropagation,0.925519
running,delay,5,5,var2,HybridWithUncertaintyAndPenalty,0.947297
running,delay,5,5,var2,HybridWithUncertaintyPropagationAndPenalty,0.954447
running,delay,5,1,var2,Subtree,0.925519
running,delay,5,1,var2,SubtreeWithUncertainty,0.925519
running,delay,5,1,var2,SubtreeWithUncertaintyPropagation,0.925519
running,delay,5,1,var2,SubtreeWithPenalty,0.925519
running,delay,5,1,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.925519
running,delay,5,1,var2,ResponseTimeAnalysis,0.870533
running,delay,5,1,var2,ResponseTimeAnalysisWithPenalty,0.870533
running,delay,5,1,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.914436
running,delay,5,1,var2,HybridWithUncertainty,0.925519
running,delay,5,1,var2,HybridWithUncertaintyPropagation,0.925519
running,delay,5,1,var2,HybridWithUncertaintyAndPenalty,0.925519
running,delay,5,1,var2,HybridWithUncertaintyPropagationAndPenalty,0.925519
running,delay,5,1,var3,Subtree,0.925519
running,delay,5,1,var3,SubtreeWithUncertainty,0.923196
running,delay,5,1,var3,SubtreeWithUncertaintyPropagation,0.923196
running,delay,5,1,var3,SubtreeWithPenalty,0.925519
running,delay,5,1,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.926353
running,delay,5,1,var3,ResponseTimeAnalysis,0.870533
running,delay,5,1,var3,ResponseTimeAnalysisWithPenalty,0.870533
running,delay,5,1,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.939280
running,delay,5,1,var3,HybridWithUncertainty,0.964756
running,delay,5,1,var3,HybridWithUncertaintyPropagation,0.964756
running,delay,5,1,var3,HybridWithUncertaintyAndPenalty,0.964756
running,delay,5,1,var3,HybridWithUncertaintyPropagationAndPenalty,0.964756
running,delay,5,3,var2,Subtree,0.925519
running,delay,5,3,var2,SubtreeWithUncertainty,0.925519
running,delay,5,3,var2,SubtreeWithUncertaintyPropagation,0.925519
running,delay,5,3,var2,SubtreeWithPenalty,0.925519
running,delay,5,3,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.925519
running,delay,5,3,var2,ResponseTimeAnalysis,0.870533
running,delay,5,3,var2,ResponseTimeAnalysisWithPenalty,0.870533
running,delay,5,3,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.900304
running,delay,5,3,var2,HybridWithUncertainty,0.925519
running,delay,5,3,var2,HybridWithUncertaintyPropagation,0.925519
running,delay,5,3,var2,HybridWithUncertaintyAndPenalty,0.954447
running,delay,5,3,var2,HybridWithUncertaintyPropagationAndPenalty,0.962759
running,delay,5,3,var3,Subtree,0.925519
running,delay,5,3,var3,SubtreeWithUncertainty,0.923196
running,delay,5,3,var3,SubtreeWithUncertaintyPropagation,0.923196
running,delay,5,3,var3,SubtreeWithPenalty,0.925519
running,delay,5,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.929511
running,delay,5,3,var3,ResponseTimeAnalysis,0.870533
running,delay,5,3,var3,ResponseTimeAnalysisWithPenalty,0.870533
running,delay,5,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.994459
running,delay,5,3,var3,HybridWithUncertainty,0.964756
running,delay,5,3,var3,HybridWithUncertaintyPropagation,0.964756
running,delay,5,3,var3,HybridWithUncertaintyAndPenalty,1.000000
running,delay,5,3,var3,HybridWithUncertaintyPropagationAndPenalty,1.000000
running,delay,7,9,var2,Subtree,0.959724
running,delay,7,9,var2,SubtreeWithUncertainty,0.959724
running,delay,7,9,var2,SubtreeWithUncertaintyPropagation,0.959724
running,delay,7,9,var2,SubtreeWithPenalty,0.959724
running,delay,7,9,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.959724
running,delay,7,9,var2,ResponseTimeAnalysis,0.923861
running,delay,7,9,var2,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,9,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.974941
running,delay,7,9,var2,HybridWithUncertainty,0.988403
running,delay,7,9,var2,HybridWithUncertaintyPropagation,0.988403
running,delay,7,9,var2,HybridWithUncertaintyAndPenalty,0.979608
running,delay,7,9,var2,HybridWithUncertaintyPropagationAndPenalty,0.979608
running,delay,7,9,var3,Subtree,0.959724
running,delay,7,9,var3,SubtreeWithUncertainty,0.973369
running,delay,7,9,var3,SubtreeWithUncertaintyPropagation,0.973369
running,delay,7,9,var3,SubtreeWithPenalty,0.959724
running,delay,7,9,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.979136
running,delay,7,9,var3,ResponseTimeAnalysis,0.923861
running,delay,7,9,var3,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,9,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983119
running,delay,7,9,var3,HybridWithUncertainty,0.995548
running,delay,7,9,var3,HybridWithUncertaintyPropagation,0.995548
running,delay,7,9,var3,HybridWithUncertaintyAndPenalty,0.984394
running,delay,7,9,var3,HybridWithUncertaintyPropagationAndPenalty,0.988039
running,delay,7,3,var1,Subtree,0.959724
running,delay,7,3,var1,SubtreeWithUncertainty,0.960486
running,delay,7,3,var1,SubtreeWithUncertaintyPropagation,0.960486
running,delay,7,3,var1,SubtreeWithPenalty,0.959724
running,delay,7,3,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,3,var1,ResponseTimeAnalysis,0.923861
running,delay,7,3,var1,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,3,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.980236
running,delay,7,3,var1,HybridWithUncertainty,0.995548
running,delay,7,3,var1,HybridWithUncertaintyPropagation,0.995548
running,delay,7,3,var1,HybridWithUncertaintyAndPenalty,0.988039
running,delay,7,3,var1,HybridWithUncertaintyPropagationAndPenalty,0.995628
running,delay,7,3,var0,Subtree,0.959724
running,delay,7,3,var0,SubtreeWithUncertainty,0.960486
running,delay,7,3,var0,SubtreeWithUncertaintyPropagation,0.952135
running,delay,7,3,var0,SubtreeWithPenalty,0.959724
running,delay,7,3,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,3,var0,ResponseTimeAnalysis,0.923861
running,delay,7,3,var0,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,3,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.988039
running,delay,7,3,var0,HybridWithUncertainty,0.981685
running,delay,7,3,var0,HybridWithUncertaintyPropagation,0.981685
running,delay,7,3,var0,HybridWithUncertaintyAndPenalty,0.995842
running,delay,7,3,var0,HybridWithUncertaintyPropagationAndPenalty,0.998725
running,delay,7,1,var1,Subtree,0.959724
running,delay,7,1,var1,SubtreeWithUncertainty,0.960486
running,delay,7,1,var1,SubtreeWithUncertaintyPropagation,0.960486
running,delay,7,1,var1,SubtreeWithPenalty,0.959724
running,delay,7,1,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,1,var1,ResponseTimeAnalysis,0.923861
running,delay,7,1,var1,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,1,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.988074
running,delay,7,1,var1,HybridWithUncertainty,0.995548
running,delay,7,1,var1,HybridWithUncertaintyPropagation,0.995548
running,delay,7,1,var1,HybridWithUncertaintyAndPenalty,0.995548
running,delay,7,1,var1,HybridWithUncertaintyPropagationAndPenalty,0.995548
running,delay,7,1,var0,Subtree,0.959724
running,delay,7,1,var0,SubtreeWithUncertainty,0.960486
running,delay,7,1,var0,SubtreeWithUncertaintyPropagation,0.952135
running,delay,7,1,var0,SubtreeWithPenalty,0.959724
running,delay,7,1,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.960486
running,delay,7,1,var0,ResponseTimeAnalysis,0.923861
running,delay,7,1,var0,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,1,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.974210
running,delay,7,1,var0,HybridWithUncertainty,0.981685
running,delay,7,1,var0,HybridWithUncertaintyPropagation,0.981685
running,delay,7,1,var0,HybridWithUncertaintyAndPenalty,0.981685
running,delay,7,1,var0,HybridWithUncertaintyPropagationAndPenalty,0.981685
running,delay,7,5,var0,Subtree,0.959724
running,delay,7,5,var0,SubtreeWithUncertainty,0.960486
running,delay,7,5,var0,SubtreeWithUncertaintyPropagation,0.952135
running,delay,7,5,var0,SubtreeWithPenalty,0.959724
running,delay,7,5,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,5,var0,ResponseTimeAnalysis,0.923861
running,delay,7,5,var0,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,5,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983119
running,delay,7,5,var0,HybridWithUncertainty,0.981685
running,delay,7,5,var0,HybridWithUncertaintyPropagation,0.981685
running,delay,7,5,var0,HybridWithUncertaintyAndPenalty,0.984394
running,delay,7,5,var0,HybridWithUncertaintyPropagationAndPenalty,0.994568
running,delay,7,5,var1,Subtree,0.959724
running,delay,7,5,var1,SubtreeWithUncertainty,0.960486
running,delay,7,5,var1,SubtreeWithUncertaintyPropagation,0.960486
running,delay,7,5,var1,SubtreeWithPenalty,0.959724
running,delay,7,5,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,5,var1,ResponseTimeAnalysis,0.923861
running,delay,7,5,var1,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,5,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.980236
running,delay,7,5,var1,HybridWithUncertainty,0.995548
running,delay,7,5,var1,HybridWithUncertaintyPropagation,0.995548
running,delay,7,5,var1,HybridWithUncertaintyAndPenalty,0.981511
running,delay,7,5,var1,HybridWithUncertaintyPropagationAndPenalty,0.988039
running,delay,7,7,var0,Subtree,0.959724
running,delay,7,7,var0,SubtreeWithUncertainty,0.960486
running,delay,7,7,var0,SubtreeWithUncertaintyPropagation,0.952135
running,delay,7,7,var0,SubtreeWithPenalty,0.959724
running,delay,7,7,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,7,var0,ResponseTimeAnalysis,0.923861
running,delay,7,7,var0,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,7,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983119
running,delay,7,7,var0,HybridWithUncertainty,0.981685
running,delay,7,7,var0,HybridWithUncertaintyPropagation,0.981685
running,delay,7,7,var0,HybridWithUncertaintyAndPenalty,0.984394
running,delay,7,7,var0,HybridWithUncertaintyPropagationAndPenalty,0.984394
running,delay,7,7,var1,Subtree,0.959724
running,delay,7,7,var1,SubtreeWithUncertainty,0.960486
running,delay,7,7,var1,SubtreeWithUncertaintyPropagation,0.960486
running,delay,7,7,var1,SubtreeWithPenalty,0.959724
running,delay,7,7,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,7,var1,ResponseTimeAnalysis,0.923861
running,delay,7,7,var1,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,7,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.980236
running,delay,7,7,var1,HybridWithUncertainty,0.995548
running,delay,7,7,var1,HybridWithUncertaintyPropagation,0.995548
running,delay,7,7,var1,HybridWithUncertaintyAndPenalty,0.981511
running,delay,7,7,var1,HybridWithUncertaintyPropagationAndPenalty,0.981511
running,delay,7,9,var1,Subtree,0.959724
running,delay,7,9,var1,SubtreeWithUncertainty,0.960486
running,delay,7,9,var1,SubtreeWithUncertaintyPropagation,0.960486
running,delay,7,9,var1,SubtreeWithPenalty,0.959724
running,delay,7,9,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,9,var1,ResponseTimeAnalysis,0.923861
running,delay,7,9,var1,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,9,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.980236
running,delay,7,9,var1,HybridWithUncertainty,0.995548
running,delay,7,9,var1,HybridWithUncertaintyPropagation,0.995548
running,delay,7,9,var1,HybridWithUncertaintyAndPenalty,0.981511
running,delay,7,9,var1,HybridWithUncertaintyPropagationAndPenalty,0.981511
running,delay,7,9,var0,Subtree,0.959724
running,delay,7,9,var0,SubtreeWithUncertainty,0.960486
running,delay,7,9,var0,SubtreeWithUncertaintyPropagation,0.952135
running,delay,7,9,var0,SubtreeWithPenalty,0.959724
running,delay,7,9,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.963370
running,delay,7,9,var0,ResponseTimeAnalysis,0.923861
running,delay,7,9,var0,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,9,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983119
running,delay,7,9,var0,HybridWithUncertainty,0.981685
running,delay,7,9,var0,HybridWithUncertaintyPropagation,0.981685
running,delay,7,9,var0,HybridWithUncertaintyAndPenalty,0.984394
running,delay,7,9,var0,HybridWithUncertaintyPropagationAndPenalty,0.984394
running,delay,7,7,var3,Subtree,0.959724
running,delay,7,7,var3,SubtreeWithUncertainty,0.973369
running,delay,7,7,var3,SubtreeWithUncertaintyPropagation,0.973369
running,delay,7,7,var3,SubtreeWithPenalty,0.959724
running,delay,7,7,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.979136
running,delay,7,7,var3,ResponseTimeAnalysis,0.923861
running,delay,7,7,var3,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,7,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983119
running,delay,7,7,var3,HybridWithUncertainty,0.995548
running,delay,7,7,var3,HybridWithUncertaintyPropagation,0.995548
running,delay,7,7,var3,HybridWithUncertaintyAndPenalty,0.984394
running,delay,7,7,var3,HybridWithUncertaintyPropagationAndPenalty,0.997451
running,delay,7,7,var2,Subtree,0.959724
running,delay,7,7,var2,SubtreeWithUncertainty,0.959724
running,delay,7,7,var2,SubtreeWithUncertaintyPropagation,0.959724
running,delay,7,7,var2,SubtreeWithPenalty,0.959724
running,delay,7,7,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.959724
running,delay,7,7,var2,ResponseTimeAnalysis,0.923861
running,delay,7,7,var2,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,7,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.974941
running,delay,7,7,var2,HybridWithUncertainty,0.988403
running,delay,7,7,var2,HybridWithUncertaintyPropagation,0.988403
running,delay,7,7,var2,HybridWithUncertaintyAndPenalty,0.979608
running,delay,7,7,var2,HybridWithUncertaintyPropagationAndPenalty,0.979608
running,delay,7,5,var3,Subtree,0.959724
running,delay,7,5,var3,SubtreeWithUncertainty,0.973369
running,delay,7,5,var3,SubtreeWithUncertaintyPropagation,0.973369
running,delay,7,5,var3,SubtreeWithPenalty,0.959724
running,delay,7,5,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.979136
running,delay,7,5,var3,ResponseTimeAnalysis,0.923861
running,delay,7,5,var3,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,5,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983119
running,delay,7,5,var3,HybridWithUncertainty,0.995548
running,delay,7,5,var3,HybridWithUncertaintyPropagation,0.995548
running,delay,7,5,var3,HybridWithUncertaintyAndPenalty,0.988039
running,delay,7,5,var3,HybridWithUncertaintyPropagationAndPenalty,0.997451
running,delay,7,5,var2,Subtree,0.959724
running,delay,7,5,var2,SubtreeWithUncertainty,0.959724
running,delay,7,5,var2,SubtreeWithUncertaintyPropagation,0.959724
running,delay,7,5,var2,SubtreeWithPenalty,0.959724
running,delay,7,5,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.959724
running,delay,7,5,var2,ResponseTimeAnalysis,0.923861
running,delay,7,5,var2,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,5,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.974941
running,delay,7,5,var2,HybridWithUncertainty,0.988403
running,delay,7,5,var2,HybridWithUncertaintyPropagation,0.988403
running,delay,7,5,var2,HybridWithUncertaintyAndPenalty,0.979608
running,delay,7,5,var2,HybridWithUncertaintyPropagationAndPenalty,0.986137
running,delay,7,1,var2,Subtree,0.959724
running,delay,7,1,var2,SubtreeWithUncertainty,0.959724
running,delay,7,1,var2,SubtreeWithUncertaintyPropagation,0.959724
running,delay,7,1,var2,SubtreeWithPenalty,0.959724
running,delay,7,1,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.959724
running,delay,7,1,var2,ResponseTimeAnalysis,0.923861
running,delay,7,1,var2,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,1,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.978284
running,delay,7,1,var2,HybridWithUncertainty,0.988403
running,delay,7,1,var2,HybridWithUncertaintyPropagation,0.988403
running,delay,7,1,var2,HybridWithUncertaintyAndPenalty,0.988403
running,delay,7,1,var2,HybridWithUncertaintyPropagationAndPenalty,0.988403
running,delay,7,1,var3,Subtree,0.959724
running,delay,7,1,var3,SubtreeWithUncertainty,0.973369
running,delay,7,1,var3,SubtreeWithUncertaintyPropagation,0.973369
running,delay,7,1,var3,SubtreeWithPenalty,0.959724
running,delay,7,1,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.976253
running,delay,7,1,var3,ResponseTimeAnalysis,0.923861
running,delay,7,1,var3,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,1,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.972288
running,delay,7,1,var3,HybridWithUncertainty,0.995548
running,delay,7,1,var3,HybridWithUncertaintyPropagation,0.995548
running,delay,7,1,var3,HybridWithUncertaintyAndPenalty,0.995548
running,delay,7,1,var3,HybridWithUncertaintyPropagationAndPenalty,0.995548
running,delay,7,3,var2,Subtree,0.959724
running,delay,7,3,var2,SubtreeWithUncertainty,0.959724
running,delay,7,3,var2,SubtreeWithUncertaintyPropagation,0.959724
running,delay,7,3,var2,SubtreeWithPenalty,0.959724
running,delay,7,3,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.959724
running,delay,7,3,var2,ResponseTimeAnalysis,0.923861
running,delay,7,3,var2,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,3,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.974941
running,delay,7,3,var2,HybridWithUncertainty,0.988403
running,delay,7,3,var2,HybridWithUncertaintyPropagation,0.988403
running,delay,7,3,var2,HybridWithUncertaintyAndPenalty,0.986137
running,delay,7,3,var2,HybridWithUncertaintyPropagationAndPenalty,0.993726
running,delay,7,3,var3,Subtree,0.959724
running,delay,7,3,var3,SubtreeWithUncertainty,0.973369
running,delay,7,3,var3,SubtreeWithUncertaintyPropagation,0.973369
running,delay,7,3,var3,SubtreeWithPenalty,0.959724
running,delay,7,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.979136
running,delay,7,3,var3,ResponseTimeAnalysis,0.923861
running,delay,7,3,var3,ResponseTimeAnalysisWithPenalty,0.923861
running,delay,7,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.994941
running,delay,7,3,var3,HybridWithUncertainty,0.995548
running,delay,7,3,var3,HybridWithUncertaintyPropagation,0.995548
running,delay,7,3,var3,HybridWithUncertaintyAndPenalty,1.000000
running,delay,7,3,var3,HybridWithUncertaintyPropagationAndPenalty,1.000000
running,delay,10,9,var2,Subtree,0.986649
running,delay,10,9,var2,SubtreeWithUncertainty,0.986649
running,delay,10,9,var2,SubtreeWithUncertaintyPropagation,0.986649
running,delay,10,9,var2,SubtreeWithPenalty,0.986649
running,delay,10,9,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.986649
running,delay,10,9,var2,ResponseTimeAnalysis,0.958775
running,delay,10,9,var2,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,9,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.976163
running,delay,10,9,var2,HybridWithUncertainty,0.988968
